-1.2501,3.4328,-2.8982,1.0
-1.1208,1.0457,-2.2062,1.0
-1.5983,0.43655,-3.0833,1.0
-2.7955,0.06341,-3.9231,1.0
-3.9608,-1.7299,-2.9637,1.0
-2.4407,-4.5368,-2.671,1.0
-3.0195,-4.8455,-3.9479,1.0
-6.0945,-3.7156,-9.7888,1.0
-13.374,-1.9745,-11.826,1.0
-17.971,-2.5562,-15.111,1.0
-18.084,-0.80766,-18.343,1.0
-19.396,-1.4703,-19.544,1.0
-18.19,1.0878,-14.545,1.0
-4.3418,1.7161,-8.4256,1.0
-7.4736,2.8824,-11.31,1.0
-11.306,2.1823,-11.182,1.0
-3.1688,2.2827,-5.6868,1.0
0.53098,-0.56238,-3.1061,1.0
-1.2067,-3.9006,-3.7376,1.0
-3.9573,-7.3174,-3.9586,1.0
-5.0737,-10.202,-2.6531,1.0
-3.5041,-11.85,-1.7432,1.0
-3.0528,-12.431,-1.9027,1.0
-3.0902,-11.919,-2.2725,1.0
-3.6514,-11.251,-2.5597,1.0
-4.662,-12.07,-1.8081,1.0
-3.5534,-12.433,1.6321,1.0
-4.146,-12.368,-5.0143,1.0
-3.2376,-9.829,-1.9841,1.0
-2.6113,-8.1768,0.58464,1.0
-2.4922,-8.4591,0.29891,1.0
-2.3378,-8.6359,0.30249,1.0
-2.2178,-8.7705,0.43229,1.0
