1.4861,-5.4269,-1.752,1.0
-3.7157,-8.1325,-0.012102,1.0
-4.6264,-8.4929,0.68632,1.0
-5.4628,-9.3053,0.48789,1.0
-5.1133,-10.281,0.14873,1.0
-3.5497,-11.344,0.33726,1.0
-1.338,-9.8208,0.55593,1.0
-2.8072,-9.5352,0.6381,1.0
-3.5542,-9.1967,0.25904,1.0
-3.4918,-9.5571,0.10967,1.0
-4.0614,-9.5425,0.0065304,1.0
-3.7438,-9.3057,0.10124,1.0
-3.845,-9.4564,-0.21965,1.0
-4.0501,-9.3766,-0.077239,1.0
-4.1451,-9.4035,-0.12266,1.0
-4.207,-9.3879,0.030007,1.0
-4.0946,-9.2421,0.12191,1.0
-3.9426,-9.3596,0.26955,1.0
-3.5831,-9.4069,0.40165,1.0
-3.2508,-9.398,0.44913,1.0
-2.8817,-9.3506,0.64567,1.0
-2.9505,-9.7039,0.86141,1.0
-2.8524,-9.7328,0.91909,1.0
-3.032,-9.6271,0.86624,1.0
-3.2809,-9.5085,0.84245,1.0
-3.4865,-9.6335,0.80413,1.0
-3.502,-9.7254,0.77315,1.0
-3.5749,-9.646,0.55233,1.0
-3.6015,-9.4729,0.60132,1.0
-3.3975,-9.6437,0.44685,1.0
-3.3607,-9.5932,0.39632,1.0
-3.4331,-9.5946,0.39771,1.0
-3.3519,-9.5474,0.31838,1.0
-3.3393,-9.5142,0.34428,1.0
-3.4494,-9.1831,0.35745,1.0
-3.5881,-9.1369,0.48803,1.0
-3.6398,-9.2104,0.63468,1.0
-3.8204,-9.5685,0.65909,1.0
-3.6888,-9.3728,0.78716,1.0
-3.6953,-9.3192,0.8213,1.0
-3.765,-9.4458,0.86204,1.0
-3.7551,-9.3123,1.071,1.0
-3.6366,-9.3195,1.1158,1.0
-3.5046,-9.4038,1.0499,1.0
-3.4711,-9.7604,1.1107,1.0
-3.377,-9.5299,0.82576,1.0
-3.5505,-8.9024,1.0661,1.0
-3.6453,-8.8733,1.3078,1.0
-3.4752,-8.8279,1.5435,1.0
-3.3745,-9.7975,1.5027,1.0
-3.5249,-9.3337,1.3542,1.0
-3.4968,-8.8859,1.4134,1.0
-3.4948,-8.7199,1.3872,1.0
-3.3664,-8.9767,1.4806,1.0
-3.3716,-8.6156,1.264,1.0
-3.4468,-9.6171,1.2765,1.0
-3.6015,-9.7626,1.3932,1.0
-3.3236,-9.6241,1.5173,1.0
-3.1373,-8.3605,1.3318,1.0
-3.0594,-9.372,1.0671,1.0
-3.1017,-9.1228,0.97737,1.0
-3.0364,-9.139,0.96709,1.0
-3.1757,-8.8962,1.0319,1.0
-3.302,-8.0586,1.0862,1.0
-3.047,-8.6937,1.3362,1.0
-3.1097,-8.6364,1.2789,1.0
-3.3586,-8.3662,1.0087,1.0
-3.431,-7.6591,0.84568,1.0
-3.6229,-6.8165,0.72184,1.0
-3.7807,-6.373,1.0247,1.0
-3.3882,-5.6183,1.7901,1.0
-2.8893,-5.6238,1.603,1.0
-2.3995,-5.4855,0.84486,1.0
-2.4727,-5.0962,0.9189,1.0
-2.0598,-4.6414,2.1104,1.0
-1.1823,-3.9968,2.5282,1.0
-0.50911,-3.3259,2.1952,1.0
-0.68425,-2.8917,2.2353,1.0
-1.5066,-3.2711,3.2473,1.0
-1.0055,-4.2353,2.014,1.0
1.4941,-3.4651,1.4885,1.0
2.7052,-3.0787,1.8473,1.0
1.7051,-3.9735,1.3627,1.0
0.0085031,-4.378,0.77766,1.0
0.90682,-5.8677,2.1329,1.0
3.057,-9.3428,3.3419,1.0
4.9506,-10.677,4.4993,1.0
7.2398,-10.039,6.1431,1.0
14.776,-12.797,9.8026,1.0
19.397,-18.277,7.3699,1.0
19.516,-18.567,6.9207,1.0
19.544,-19.089,8.3192,1.0
18.93,-19.581,-1.2559,1.0
9.4414,-15.26,8.2932,1.0
2.2541,-0.18562,9.7375,1.0
7.4477,2.7472,10.889,1.0
6.2524,-1.9448,5.4119,1.0
7.1453,-5.0499,-0.70631,1.0
11.976,-1.8928,-1.6577,1.0
12.598,2.2307,-1.6389,1.0
8.5484,2.6076,-1.8708,1.0
8.8973,2.7867,-0.85155,1.0
9.0711,2.7682,-0.14538,1.0
8.1871,1.8932,-0.67315,1.0
