-1.4833,-1.7351,-2.4667,1.0
-1.4351,-1.7843,2.4153,1.0
-1.3906,-1.5705,4.7547,1.0
0.0026837,-2.6526,6.5896,1.0
1.673,-4.0449,9.3961,1.0
-6.5673,-8.7393,9.3077,1.0
6.426,1.2779,7.1211,1.0
3.2058,6.6351,17.997,1.0
-1.7936,-15.165,9.9839,1.0
-2.9274,-8.0594,19.536,1.0
-1.8019,-7.7246,19.581,1.0
-1.5373,-3.1189,19.581,1.0
-2.2652,-2.8413,19.581,1.0
-0.9232,-4.2257,19.09,1.0
-0.051268,-5.3673,16.797,1.0
-2.2614,-5.1042,15.6,1.0
-1.9357,-4.3148,18.926,1.0
7.7654,-3.6534,14.199,1.0
4.6532,-1.9811,13.7,1.0
0.26767,-2.7666,7.7432,1.0
-0.92129,-3.0825,3.24,1.0
-1.7692,-2.0826,1.2953,1.0
-4.3708,-0.94963,1.2798,1.0
-2.9499,-1.4431,1.749,1.0
2.1638,-1.7618,3.0212,1.0
3.8694,-1.3425,3.4957,1.0
4.5559,-0.37554,3.8784,1.0
4.4295,0.11545,3.7003,1.0
4.4414,-0.43438,3.3406,1.0
4.0416,-2.3505,2.5694,1.0
1.8753,-4.0716,2.4591,1.0
0.2979,-4.7368,3.7992,1.0
0.18839,-3.4361,6.9137,1.0
0.4675,-3.0664,13.229,1.0
0.066312,-4.9906,17.868,1.0
-0.234,-6.5145,18.46,1.0
0.60504,-6.4453,17.406,1.0
0.055424,-5.9815,16.981,1.0
-0.85235,-6.0878,14.768,1.0
